drugname,pt,a,b,c,d,PRR,ROR,ROR_CI_Lower,ROR_CI_Upper,Chi_Square,Chi2p_value,Fisherp_value,signal_status
FOSAPREPITANT DIMEGLUMINE,INFUSION SITE PAIN,8,8.00,92.00,390273.00,2121.55,4242.10,1558.89,11543.71,15603.88,0.00,0.00,signal detected
ANASTROZOLE,UTERINE PAIN,5,155.00,3.00,390218.00,4064.80,4195.89,994.11,17709.88,7617.91,0.00,0.00,signal detected
HYDRALAZINE,GLOMERULONEPHRITIS RAPIDLY PROGRESSIVE,6,57.00,10.00,390308.00,3717.31,4108.51,1445.06,11681.04,13933.00,0.00,0.00,signal detected
LIPIODOL,CHOLECYSTITIS ACUTE,5,21.00,23.00,390332.00,3263.84,4040.70,1403.44,11633.76,13397.80,0.00,0.00,signal detected
BRAFTOVI,SEROUS RETINAL DETACHMENT,8,258.00,3.00,390112.00,3910.93,4032.17,1063.72,15284.40,8528.81,0.00,0.00,signal detected
DAYTRANA,ADHESIVE TAPE USE,4,97.00,4.00,390276.00,3864.16,4023.46,992.03,16318.36,7724.48,0.00,0.00,signal detected
NEULASTA,DEVICE ADHESION ISSUE,255,852.00,29.00,389245.00,3092.07,4017.22,2720.05,5933.00,80520.21,0.00,0.00,signal detected
NEXPLANON,PREGNANCY WITH IMPLANT CONTRACEPTIVE,34,238.00,14.00,390095.00,3483.12,3980.56,2108.92,7513.27,34525.32,0.00,0.00,signal detected
EDARAVONE,AMYOTROPHIC LATERAL SCLEROSIS,4,21.00,19.00,390337.00,3287.21,3913.15,1226.75,12482.33,10856.11,0.00,0.00,signal detected
BASILIXIMAB,GRAFT VERSUS HOST DISEASE IN GASTROINTESTINAL TRACT,4,25.00,16.00,390336.00,3365.10,3903.36,1219.14,12497.49,10762.48,0.00,0.00,signal detected
CLARAVIS,UNINTENDED PREGNANCY,42,75.00,56.00,390208.00,2501.69,3902.08,2464.13,6179.15,60007.69,0.00,0.00,signal detected
LANSOPRAZOLE,HYPERGASTRINAEMIA,4,200.00,2.00,390175.00,3825.26,3901.75,710.61,21423.46,5097.76,0.00,0.00,signal detected
PHENYLEPHRINE HYDROCHLORIDE,CARDIOMYOPATHY,14,11.00,129.00,390227.00,1694.57,3850.02,1715.54,8640.20,21383.92,0.00,0.00,signal detected
NECITUMUMAB,DERMATITIS ACNEIFORM,4,11.00,37.00,390329.00,2813.45,3836.16,1168.33,12595.84,10149.71,0.00,0.00,signal detected
FLUOXETINE,FEMALE SEXUAL DYSFUNCTION,3,307.00,1.00,390070.00,3774.88,3811.76,395.39,36747.45,2829.69,0.00,0.00,signal detected
GENOSYL,EXPOSURE TO TOXIC AGENT,5,64.00,8.00,390304.00,3535.43,3811.56,1214.24,11964.69,10872.47,0.00,0.00,signal detected
AMIKACIN,OTOTOXICITY,8,41.00,20.00,390312.00,3186.38,3807.92,1587.05,9136.62,18197.79,0.00,0.00,signal detected
ELEXACAFTOR\IVACAFTOR\TEZACAFTOR,VITAMIN A INCREASED,4,205.00,2.00,390170.00,3733.70,3806.54,693.36,20897.79,4975.68,0.00,0.00,signal detected
METHYLPHENIDATE HYDROCHLORIDE,EOSINOPHILIC PNEUMONIA CHRONIC,3,77.00,4.00,390297.00,3659.07,3801.59,836.83,17270.00,6269.38,0.00,0.00,signal detected
ALENDRONIC ACID,OSTEONECROSIS OF EXTERNAL AUDITORY CANAL,3,52.00,6.00,390320.00,3548.42,3753.08,914.15,15408.35,7093.00,0.00,0.00,signal detected
TADALAFIL,PULMONARY VASCULAR DISORDER,3,313.00,1.00,390064.00,3703.15,3738.63,387.82,36040.56,2775.89,0.00,0.00,signal detected
ANASTROZOLE,SECONDARY HYPOGONADISM,3,157.00,2.00,390219.00,3658.32,3728.21,618.70,22465.53,4387.64,0.00,0.00,signal detected
FARICIMAB,RETINAL PIGMENT EPITHELIAL TEAR,3,63.00,5.00,390310.00,3548.32,3717.24,869.75,15887.14,6649.48,0.00,0.00,signal detected
DESVENLAFAXINE,SUBSTANCE ABUSE,3,11.00,29.00,390338.00,2884.49,3670.89,973.30,13845.10,7837.40,0.00,0.00,signal detected
ACETAZOLAMIDE,RESPIRATORY ACIDOSIS,3,40.00,8.00,390330.00,3404.11,3659.34,936.74,14295.18,7423.00,0.00,0.00,signal detected
LUPKYNIS,URINE PROTEIN/CREATININE RATIO INCREASED,5,108.00,5.00,390263.00,3453.70,3613.55,1031.29,12661.57,8629.47,0.00,0.00,signal detected
TAMSULOSIN,RETROGRADE EJACULATION,4,87.00,5.00,390285.00,3431.12,3588.83,947.74,13589.85,7620.44,0.00,0.00,signal detected
OXYCODONE,PRODUCT COUNTERFEIT,3,109.00,3.00,390266.00,3484.54,3580.42,714.74,17935.66,5223.90,0.00,0.00,signal detected
CEFAZOLIN,CLOSTRIDIUM TEST POSITIVE,8,18.00,49.00,390306.00,2451.21,3540.19,1470.39,8523.56,16846.14,0.00,0.00,signal detected
CHLORAPREP,PRODUCT CONTAMINATION,41,54.00,84.00,390202.00,2005.23,3526.96,2228.98,5580.77,55210.65,0.00,0.00,signal detected
MONTELUKAST,AGITATED DEPRESSION,3,333.00,1.00,390044.00,3482.54,3513.91,364.57,33868.72,2610.44,0.00,0.00,signal detected
MONTELUKAST,ACUTE STRESS DISORDER,3,333.00,1.00,390044.00,3482.54,3513.91,364.57,33868.72,2610.44,0.00,0.00,signal detected
METRONIDAZOLE,GENERALISED BULLOUS FIXED DRUG ERUPTION,4,224.00,2.00,390151.00,3422.39,3483.49,634.81,19115.36,4560.60,0.00,0.00,signal detected
CISPLATIN,RENAL SALT-WASTING SYNDROME,7,264.00,3.00,390107.00,3358.88,3447.92,886.80,13405.57,7049.63,0.00,0.00,signal detected
OLANZAPINE,CATARACT CORTICAL,5,568.00,1.00,389807.00,3401.47,3431.40,400.24,29418.31,2832.93,0.00,0.00,signal detected
PYRAZINAMIDE,HEPATITIS TOXIC,4,22.00,21.00,390334.00,2859.74,3379.52,1072.19,10652.10,9602.63,0.00,0.00,signal detected
FINASTERIDE,GENITAL PAIN,8,232.00,4.00,390137.00,3251.17,3363.25,1005.79,11246.31,8664.73,0.00,0.00,signal detected
FINASTERIDE,LIPOATROPHY,8,232.00,4.00,390137.00,3251.17,3363.25,1005.79,11246.31,8664.73,0.00,0.00,signal detected
ARIPIPRAZOLE,GAMBLING DISORDER,26,605.00,5.00,389745.00,3211.89,3349.87,1282.09,8752.65,13461.88,0.00,0.00,signal detected
FARICIMAB,DIABETIC RETINOPATHY,12,54.00,26.00,390289.00,2729.48,3335.80,1600.83,6951.14,22396.19,0.00,0.00,signal detected
LOPINAVIR\RITONAVIR,DYSLIPIDAEMIA,4,19.00,25.00,390333.00,2715.53,3287.01,1043.62,10352.88,9357.71,0.00,0.00,signal detected
GOSERELIN,EXPULSION OF MEDICATION,4,119.00,4.00,390254.00,3172.83,3279.45,810.70,13266.01,6341.79,0.00,0.00,signal detected
ESCITALOPRAM,SLEEP TALKING,7,278.00,3.00,390093.00,3193.77,3274.16,842.34,12726.58,6702.89,0.00,0.00,signal detected
ALBUTEROL SULFATE,DEVICE DEPOSIT ISSUE,46,1820.00,3.00,388512.00,3192.51,3273.18,1017.07,10533.84,8986.66,0.00,0.00,signal detected
REGADENOSON,BUNDLE BRANCH BLOCK LEFT,4,24.00,20.00,390333.00,2788.24,3252.78,1034.42,10228.49,9288.02,0.00,0.00,signal detected
DOLUTEGRAVIR,SYPHILIS,3,36.00,10.00,390332.00,3002.63,3252.77,859.47,12310.48,6924.76,0.00,0.00,signal detected
DELFLEX,BLOODY PERITONEAL EFFLUENT,12,131.00,11.00,390227.00,2977.02,3249.63,1408.69,7496.44,17075.05,0.00,0.00,signal detected
CHORIOGONADOTROPIN ALFA,OVARIAN HYPERSTIMULATION SYNDROME,3,13.00,28.00,390337.00,2614.05,3217.06,868.97,11910.03,7078.38,0.00,0.00,signal detected
CHLORAPREP ONE-STEP FREPP,PRODUCT CONTAMINATION,3,3.00,122.00,390253.00,1599.90,3198.80,639.31,16005.28,4680.14,0.00,0.00,signal detected
CHLORAPREP SINGLE SWABSTICK,DEVICE PHYSICAL PROPERTY ISSUE,4,3.00,163.00,390211.00,1368.53,3191.91,708.78,14374.40,5337.49,0.00,0.00,signal detected
MICONAZOLE NITRATE,VULVOVAGINAL BURNING SENSATION,7,21.00,41.00,390312.00,2380.20,3173.27,1279.19,7871.90,14221.41,0.00,0.00,signal detected
ORLISTAT,HAEMATURIA,4,4.00,123.00,390250.00,1586.88,3172.76,784.62,12829.64,6141.86,0.00,0.00,signal detected
ARIPIPRAZOLE,LACTATION INSUFFICIENCY,5,626.00,1.00,389749.00,3088.35,3113.01,363.16,26684.79,2572.00,0.00,0.00,signal detected
OXBRYTA,SICKLE CELL ANAEMIA WITH CRISIS,159,459.00,44.00,389719.00,2279.06,3068.20,2170.37,4337.43,78515.43,0.00,0.00,signal detected
GLYBURIDE,HYPOGLYCAEMIA,5,3.00,212.00,390161.00,1150.86,3067.30,728.40,12916.42,5615.09,0.00,0.00,signal detected
LUMAKRAS,NON-SMALL CELL LUNG CANCER METASTATIC,3,128.00,3.00,390247.00,2979.01,3048.80,609.61,15247.81,4465.58,0.00,0.00,signal detected
FOLLITROPIN BETA,OVARIAN HYPERSTIMULATION SYNDROME,4,19.00,27.00,390331.00,2514.38,3043.52,971.12,9538.42,8753.52,0.00,0.00,signal detected
TUMS REGULAR STRENGTH,EXPOSURE DURING PREGNANCY,4,1.00,514.00,389862.00,607.59,3033.95,338.51,27191.85,2406.85,0.00,0.00,signal detected
REGADENOSON,KOUNIS SYNDROME,7,21.00,43.00,390310.00,2269.49,3025.66,1222.62,7487.73,13652.07,0.00,0.00,signal detected
EYLEA,VITRECTOMY,4,259.00,2.00,390116.00,2966.68,3012.48,549.35,16519.47,3952.96,0.00,0.00,signal detected
PROPOFOL,PROPOFOL INFUSION SYNDROME,5,163.00,4.00,390209.00,2903.37,2992.40,796.39,11243.83,6447.64,0.00,0.00,signal detected
LILETTA,UTERINE PERFORATION,12,224.00,7.00,390138.00,2833.98,2985.75,1164.77,7653.60,12520.96,0.00,0.00,signal detected
AMLODIPINE,PURPURA NON-THROMBOCYTOPENIC,5,659.00,1.00,389716.00,2934.62,2956.87,344.97,25344.57,2443.88,0.00,0.00,signal detected
KOGENATE FS,HAEMARTHROSIS,4,4.00,132.00,390241.00,1478.69,2956.37,731.67,11945.51,5735.02,0.00,0.00,signal detected
AVODART,CONTRAINDICATED PRODUCT PRESCRIBED,12,59.00,27.00,390283.00,2443.26,2939.98,1422.03,6078.28,20283.23,0.00,0.00,signal detected
LEFLUNOMIDE,MYCOBACTERIUM CHELONAE INFECTION,8,152.00,7.00,390214.00,2787.29,2933.94,1050.81,8191.76,10398.83,0.00,0.00,signal detected
SYFOVRE,CHOROIDAL NEOVASCULARISATION,3,40.00,10.00,390328.00,2723.29,2927.46,776.63,11034.92,6280.11,0.00,0.00,signal detected
EXTRANEAL,BLOOD SODIUM ABNORMAL,3,100.00,4.00,390274.00,2841.83,2927.05,646.77,13246.74,4868.37,0.00,0.00,signal detected
DOLUTEGRAVIR\LAMIVUDINE\TENOFOVIR DISOPROXIL FUMARATE,NEPHROPATHY TOXIC,4,6.00,90.00,390281.00,1734.98,2890.97,802.24,10417.93,6638.55,0.00,0.00,signal detected
MIDODRINE HYDROCHLORIDE,POSTERIOR REVERSIBLE ENCEPHALOPATHY SYNDROME,4,5.00,108.00,390264.00,1606.47,2890.84,765.89,10911.51,6190.45,0.00,0.00,signal detected
AZITHROMYCIN,PYLORIC STENOSIS,3,405.00,1.00,389972.00,2867.45,2888.68,299.84,27829.87,2149.11,0.00,0.00,signal detected
PHESGO,ADMINISTRATION SITE REACTION,17,1147.00,2.00,389215.00,2842.22,2884.33,665.62,12498.73,5082.75,0.00,0.00,signal detected
POSACONAZOLE,DEMYELINATING POLYNEUROPATHY,5,57.00,12.00,390307.00,2623.11,2853.12,973.66,8360.54,9251.39,0.00,0.00,signal detected
MEROPENEM,EVANS SYNDROME,3,137.00,3.00,390238.00,2787.44,2848.45,569.90,14237.07,4178.22,0.00,0.00,signal detected
CHOLESTYRAMINE,PRODUCT SOLUBILITY ABNORMAL,4,29.00,19.00,390329.00,2490.26,2833.60,908.05,8842.42,8222.56,0.00,0.00,signal detected
HYDRALAZINE HYDROCHLORIDE,ANTI-NEUTROPHIL CYTOPLASMIC ANTIBODY POSITIVE VASCULITIS,11,41.00,37.00,390292.00,2231.61,2830.07,1351.02,5928.31,18907.57,0.00,0.00,signal detected
SUMATRIPTAN SUCCINATE,FRACTURE PAIN,4,79.00,7.00,390291.00,2687.08,2823.08,810.34,9835.15,6834.94,0.00,0.00,signal detected
LIDOCAINE HYDROCHLORIDE,LOCAL ANAESTHETIC SYSTEMIC TOXICITY,7,81.00,12.00,390281.00,2587.17,2810.67,1079.12,7320.61,11429.73,0.00,0.00,signal detected
CIPROFLOXACIN,NEPHRITIS ALLERGIC,4,555.00,1.00,389821.00,2789.42,2809.52,313.51,25177.27,2229.97,0.00,0.00,signal detected
ESCITALOPRAM,RAPID EYE MOVEMENT SLEEP BEHAVIOUR DISORDER,6,279.00,3.00,390093.00,2737.52,2796.37,695.88,11237.00,5471.16,0.00,0.00,signal detected
JATENZO,POLYCYTHAEMIA,3,20.00,21.00,390337.00,2424.58,2788.12,770.04,10095.12,6359.67,0.00,0.00,signal detected
SENSODYNE CLINICAL WHITE ENAMEL STRENGTHENING,HYPERAESTHESIA TEETH,3,12.00,35.00,390331.00,2230.66,2788.08,753.91,10310.77,6158.75,0.00,0.00,signal detected
OLMESARTAN MEDOXOMIL,COMPARTMENT SYNDROME,3,53.00,8.00,390317.00,2613.78,2761.68,713.10,10695.31,5698.60,0.00,0.00,signal detected
HYDROXYCHLOROQUINE,RENAL PHOSPHOLIPIDOSIS,3,212.00,2.00,390164.00,2722.09,2760.59,458.94,16605.48,3264.15,0.00,0.00,signal detected
CARBIDOPA\LEVODOPA,STOMA SITE ERYTHEMA,8,1140.00,1.00,389232.00,2712.43,2731.45,341.34,21857.41,2409.32,0.00,0.00,signal detected
EMPAVELI,HAEMOLYSIS,3,13.00,33.00,390332.00,2217.98,2729.59,743.20,10025.18,6094.52,0.00,0.00,signal detected
QALSODY,POST LUMBAR PUNCTURE SYNDROME,4,41.00,14.00,390322.00,2478.32,2720.01,859.01,8612.77,7704.48,0.00,0.00,signal detected
CLARITHROMYCIN,ALTERED VISUAL DEPTH PERCEPTION,3,144.00,3.00,390231.00,2654.65,2709.94,542.41,13539.01,3979.04,0.00,0.00,signal detected
CABERGOLINE,FIBROSIS,3,29.00,15.00,390334.00,2439.68,2691.96,739.58,9798.34,6094.49,0.00,0.00,signal detected
DICLOFENAC SODIUM,MALIGNANT NEOPLASM OF UNKNOWN PRIMARY SITE,3,435.00,1.00,389942.00,2670.84,2689.26,279.18,25904.84,2001.65,0.00,0.00,signal detected
MIDODRINE,POSTERIOR REVERSIBLE ENCEPHALOPATHY SYNDROME,3,4.00,109.00,390265.00,1534.89,2685.31,593.98,12139.93,4476.78,0.00,0.00,signal detected
TRIKAFTA,CYSTIC FIBROSIS RELATED DIABETES,3,438.00,1.00,389939.00,2652.65,2670.82,277.27,25726.87,1988.01,0.00,0.00,signal detected
RAVICTI,AMMONIA INCREASED,3,44.00,10.00,390324.00,2491.49,2661.30,708.35,9998.66,5745.18,0.00,0.00,signal detected
VALPROIC ACID,CENTRAL SLEEP APNOEA SYNDROME,18,121.00,22.00,390220.00,2297.04,2638.60,1380.34,5043.84,22723.25,0.00,0.00,signal detected
TYGACIL,LIPASE INCREASED,4,17.00,35.00,390325.00,2124.41,2624.03,840.49,8192.32,7619.66,0.00,0.00,signal detected
SABRIL,DRUG WITHDRAWAL CONVULSIONS,5,107.00,7.00,390262.00,2488.96,2605.22,814.09,8337.11,7253.86,0.00,0.00,signal detected
BROMOCRIPTINE MESYLATE,DRUG INTOLERANCE,12,3.00,606.00,389760.00,515.33,2572.67,724.17,9139.69,6050.00,0.00,0.00,signal detected
XOFIGO,HORMONE-REFRACTORY PROSTATE CANCER,6,76.00,12.00,390287.00,2379.87,2567.68,939.45,7017.91,9511.93,0.00,0.00,signal detected
RISPERDAL,GYNAECOMASTIA,102,433.00,36.00,389810.00,2064.60,2550.72,1724.43,3772.94,54902.65,0.00,0.00,signal detected
METHYLPHENIDATE,ADHESIVE TAPE USE,4,153.00,4.00,390220.00,2485.50,2550.46,632.11,10290.64,4967.11,0.00,0.00,signal detected
GENOTROPIN,DEVICE INFORMATION OUTPUT ISSUE,129,3268.00,6.00,386978.00,2449.27,2545.91,1122.10,5776.37,14035.85,0.00,0.00,signal detected
HYDRALAZINE HYDROCHLORIDE,GLOMERULONEPHRITIS,8,44.00,28.00,390301.00,2144.66,2534.42,1094.71,5867.57,13333.37,0.00,0.00,signal detected
DAPAGLIFLOZIN,URINE KETONE BODY PRESENT,6,465.00,2.00,389908.00,2483.50,2515.54,506.40,12495.91,3722.33,0.00,0.00,signal detected
ARIPIPRAZOLE,GAMBLING,8,623.00,2.00,389748.00,2470.68,2502.39,530.33,11807.75,3949.99,0.00,0.00,signal detected
NITRIC OXIDE,ATELECTASIS,7,42.00,26.00,390306.00,2144.68,2501.96,1029.80,6078.67,11818.21,0.00,0.00,signal detected
VELIVET,PULMONARY EMBOLISM,3,1.00,468.00,389909.00,625.60,2499.42,259.51,24072.87,1861.15,0.00,0.00,signal detected
NEULASTA,UNINTENTIONAL MEDICAL DEVICE REMOVAL,91,1016.00,14.00,389260.00,2285.71,2490.34,1413.93,4386.21,27716.48,0.00,0.00,signal detected
GIVLAARI,PANCREATIC ENZYMES INCREASED,5,98.00,8.00,390270.00,2368.19,2488.97,800.18,7741.92,7280.83,0.00,0.00,signal detected
BORTEZOMIB,PLASMABLASTIC LYMPHOMA,3,475.00,1.00,389902.00,2447.09,2462.54,255.69,23717.05,1833.84,0.00,0.00,signal detected
DEFITELIO,VENOOCCLUSIVE LIVER DISEASE,10,42.00,38.00,390291.00,1975.35,2445.43,1144.30,5226.02,15624.27,0.00,0.00,signal detected
INSULIN ASPART,HYPOGLYCAEMIC COMA,3,40.00,12.00,390326.00,2269.41,2439.54,663.14,8974.52,5441.99,0.00,0.00,signal detected
QELBREE,SUICIDAL BEHAVIOUR,3,37.00,13.00,390328.00,2251.97,2434.48,666.06,8898.06,5484.52,0.00,0.00,signal detected
OPANA ER,DEPENDENCE,23,9.00,411.00,389938.00,682.64,2424.59,1115.15,5271.64,14841.53,0.00,0.00,signal detected
XDEMVY,CHALAZION,4,161.00,4.00,390212.00,2364.95,2423.68,600.96,9774.73,4725.99,0.00,0.00,signal detected
BEOVU,VITREOUS OPACITIES,3,81.00,6.00,390291.00,2323.20,2409.20,592.36,9798.56,4642.50,0.00,0.00,signal detected
CARVEDILOL,PRINZMETAL ANGINA,6,108.00,9.00,390258.00,2282.26,2409.00,842.92,6884.71,8209.26,0.00,0.00,signal detected
KYLEENA,ECTOPIC PREGNANCY WITH CONTRACEPTIVE DEVICE,6,163.00,6.00,390206.00,2308.95,2393.90,764.10,7499.99,6921.05,0.00,0.00,signal detected
AMBRISENTAN,BENDOPNOEA,5,814.00,1.00,389561.00,2378.28,2392.88,279.24,20505.06,1980.26,0.00,0.00,signal detected
AMLODIPINE,ORAL LICHENOID REACTION,4,660.00,1.00,389716.00,2347.69,2361.92,263.63,21160.78,1876.58,0.00,0.00,signal detected
IMVEXXY,VAGINAL DISCHARGE,4,21.00,32.00,390324.00,1951.78,2323.36,755.03,7149.35,6933.19,0.00,0.00,signal detected
OXYTROL FOR WOMEN,APPLICATION SITE ERYTHEMA,4,9.00,75.00,390293.00,1601.51,2312.85,697.06,7674.05,6075.32,0.00,0.00,signal detected
TPOXX,DRUG RESISTANCE,7,4.00,298.00,390072.00,833.62,2290.69,667.06,7866.30,5692.16,0.00,0.00,signal detected
DELFLEX WITH DEXTROSE 2.5% LOW MAGNESIUM LOW CALCIUM,PERITONITIS BACTERIAL,9,43.00,36.00,390293.00,1876.58,2269.15,1030.62,4996.04,13498.55,0.00,0.00,signal detected
NEXVIAZYME,DRUG SPECIFIC ANTIBODY PRESENT,15,47.00,55.00,390264.00,1716.95,2264.59,1195.88,4288.37,20215.49,0.00,0.00,signal detected
ATORVASTATIN,HAEMORRHOIDS THROMBOSED,5,871.00,1.00,389504.00,2223.20,2235.96,260.95,19158.98,1851.03,0.00,0.00,signal detected
METFORMIN HYDROCHLORIDE,MELAS SYNDROME,3,262.00,2.00,390114.00,2208.20,2233.48,371.66,13421.83,2647.48,0.00,0.00,signal detected
AGGRASTAT,ANGINA PECTORIS,10,17.00,103.00,390251.00,1403.65,2228.73,996.80,4983.20,12779.77,0.00,0.00,signal detected
APIXABAN,BURNING FEET SYNDROME,3,526.00,1.00,389851.00,2210.88,2223.48,230.90,21410.98,1656.68,0.00,0.00,signal detected
BROMFENAC,TOXIC EPIDERMAL NECROLYSIS,3,4.00,132.00,390242.00,1267.45,2217.28,491.46,10003.65,3713.27,0.00,0.00,signal detected
REMODULIN,INFUSION SITE IRRITATION,4,703.00,1.00,389673.00,2204.66,2217.20,247.50,19862.64,1762.15,0.00,0.00,signal detected
POSLUMA,DRUG EFFECT LESS THAN EXPECTED,6,3.00,354.00,390018.00,735.16,2203.49,548.92,8845.29,4329.67,0.00,0.00,signal detected
KIMYRSA,MULTIPLE USE OF SINGLE-USE PRODUCT,5,28.00,32.00,390316.00,1848.24,2178.10,791.16,5996.42,7984.49,0.00,0.00,signal detected
BEOVU,RETINAL VASCULAR OCCLUSION,4,80.00,9.00,390288.00,2065.06,2168.27,654.36,7184.73,5713.29,0.00,0.00,signal detected
DASATINIB,PLEURAL EFFUSION,77,59.00,235.00,390010.00,940.20,2165.94,1507.45,3112.08,54456.31,0.00,0.00,signal detected
LITHIUM,OCULAR MYASTHENIA,4,61.00,12.00,390304.00,2001.62,2132.81,669.21,6797.42,5999.11,0.00,0.00,signal detected
BISOPROLOL,OVARIAN EPITHELIAL CANCER,3,110.00,5.00,390263.00,2072.22,2128.71,502.57,9016.42,3881.74,0.00,0.00,signal detected
LISTERINE COOL MINT ANTISEPTIC,DRUG ABUSE,4,2.00,367.00,390008.00,709.13,2125.38,388.08,11639.98,2800.68,0.00,0.00,signal detected
AYVAKIT,TRYPTASE INCREASED,7,644.00,2.00,389728.00,2095.32,2118.09,439.16,10215.53,3256.36,0.00,0.00,signal detected
ENOXAPARIN SODIUM,BULLOUS HAEMORRHAGIC DERMATOSIS,3,139.00,4.00,390235.00,2061.12,2105.58,466.92,9495.08,3529.99,0.00,0.00,signal detected
GLIVEC,GASTROINTESTINAL STROMAL TUMOUR,10,208.00,9.00,390154.00,1988.60,2084.16,838.29,5181.65,9410.66,0.00,0.00,signal detected
LUMAKRAS,NON-SMALL CELL LUNG CANCER,30,101.00,56.00,390194.00,1595.90,2069.63,1274.96,3359.62,31143.46,0.00,0.00,signal detected
OCRELIZUMAB,WEST NILE VIRAL INFECTION,3,283.00,2.00,390093.00,2045.95,2067.63,344.17,12421.42,2452.78,0.00,0.00,signal detected
BLINATUMOMAB,HUMAN HERPESVIRUS 6 ENCEPHALITIS,3,71.00,8.00,390299.00,1977.91,2061.44,535.93,7929.32,4311.19,0.00,0.00,signal detected
BICALUTAMIDE,CARDIAC DYSFUNCTION,5,17.00,56.00,390303.00,1584.25,2049.91,731.12,5747.53,7263.92,0.00,0.00,signal detected
ALENDRONIC ACID,ATYPICAL FRACTURE,4,51.00,15.00,390311.00,1892.49,2040.84,654.93,6359.53,5970.26,0.00,0.00,signal detected
ADENOSINE,VENTRICULAR FIBRILLATION,3,16.00,36.00,390326.00,1712.11,2032.95,567.68,7280.25,4736.18,0.00,0.00,signal detected
SLYND,INTERMENSTRUAL BLEEDING,57,195.00,57.00,390072.00,1548.13,2000.37,1350.21,2963.59,44077.62,0.00,0.00,signal detected
OMNIPAQUE,CONTRAST MEDIA ALLERGY,4,87.00,9.00,390281.00,1906.18,1993.77,602.67,6595.87,5273.29,0.00,0.00,signal detected
ADBRY,EYE SYMPTOM,3,296.00,2.00,390080.00,1956.93,1976.76,329.10,11873.52,2345.95,0.00,0.00,signal detected
CARVYKTI,CRANIAL NERVE PARALYSIS,4,265.00,3.00,390109.00,1933.64,1962.81,437.17,8812.67,3311.44,0.00,0.00,signal detected
EMTRICITABINE\RILPIVIRINE\TENOFOVIR DISOPROXIL FUMARATE,DERMATITIS ALLERGIC,4,8.00,100.00,390269.00,1301.23,1951.35,578.32,6584.19,4998.37,0.00,0.00,signal detected
LORAZEPAM,HYPERAMMONAEMIC ENCEPHALOPATHY,9,200.00,9.00,390163.00,1866.85,1950.82,766.40,4965.64,8392.22,0.00,0.00,signal detected
AMIODARONE HYDROCHLORIDE,THYROTOXIC CRISIS,4,115.00,7.00,390255.00,1874.01,1939.16,560.03,6714.52,4765.24,0.00,0.00,signal detected
QUETIAPINE,CONGENITAL MULTIPLEX ARTHROGRYPOSIS,6,607.00,2.00,389766.00,1907.51,1926.36,388.03,9563.39,2858.33,0.00,0.00,signal detected
TAMOXIFEN,SUPERFICIAL VEIN THROMBOSIS,3,38.00,16.00,390324.00,1785.09,1925.94,538.99,6881.86,4504.87,0.00,0.00,signal detected
LEUPROLIDE ACETATE,MALE SEXUAL DYSFUNCTION,3,203.00,3.00,390172.00,1894.05,1922.03,385.64,9579.45,2838.12,0.00,0.00,signal detected
AZTREONAM LYSINE,CYSTIC FIBROSIS RESPIRATORY INFECTION SUPPRESSION,3,205.00,3.00,390170.00,1875.83,1903.27,381.90,9485.39,2810.79,0.00,0.00,signal detected
OXBRYTA,SICKLE CELL DISEASE,3,615.00,1.00,389762.00,1892.05,1901.28,197.49,18304.03,1417.55,0.00,0.00,signal detected
HEPARIN SODIUM,ANTICOAGULATION DRUG LEVEL ABOVE THERAPEUTIC,10,172.00,12.00,390187.00,1786.63,1890.44,806.04,4433.73,9734.87,0.00,0.00,signal detected
FINASTERIDE,GINGIVAL RECESSION,10,230.00,9.00,390132.00,1806.21,1884.70,758.80,4681.21,8546.67,0.00,0.00,signal detected
TUBERSOL,POOR QUALITY PRODUCT ADMINISTERED,17,22.00,163.00,390179.00,1043.86,1849.71,964.39,3547.74,16046.26,0.00,0.00,signal detected
KRYSTEXXA,BLOOD URIC ACID INCREASED,29,229.00,27.00,390096.00,1624.11,1829.66,1066.29,3139.52,22683.87,0.00,0.00,signal detected
BUPROPION,ELECTROCARDIOGRAM QRS COMPLEX PROLONGED,11,181.00,13.00,390176.00,1719.58,1824.03,806.52,4125.23,10234.56,0.00,0.00,signal detected
TRASTUZUMAB,HER2 POSITIVE BREAST CANCER,10,430.00,5.00,389936.00,1772.46,1813.66,617.33,5328.33,5901.76,0.00,0.00,signal detected
DIACOMIT,CHANGE IN SEIZURE PRESENTATION,6,38.00,34.00,390303.00,1565.52,1812.55,719.23,4567.89,7974.79,0.00,0.00,signal detected
SPINRAZA,SPINAL MUSCULAR ATROPHY,4,173.00,5.00,390199.00,1763.63,1804.39,480.46,6776.43,3914.83,0.00,0.00,signal detected
JELMYTO,FLANK PAIN,3,21.00,31.00,390326.00,1574.02,1798.74,510.26,6340.80,4300.31,0.00,0.00,signal detected
PREDNISONE,SCLERODERMA RENAL CRISIS,5,1087.00,1.00,389288.00,1782.46,1790.65,209.02,15340.22,1483.74,0.00,0.00,signal detected
PERCOCET,DEPENDENCE,77,47.00,357.00,389900.00,678.82,1789.28,1226.86,2609.53,42916.40,0.00,0.00,signal detected
RAVICTI,HYPERAMMONAEMIA,3,44.00,15.00,390319.00,1661.00,1774.18,496.08,6345.10,4147.68,0.00,0.00,signal detected
